Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Spatial Accuracy,Latitude,Last Uploaded,Location,Socrata ID
WC1B5AD,WC1B 5AD,WC1B 5AD,Jan-80,1,530326,181888,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.122962,Postcode Level,51.520883,01/04/2018 10:01,"(51.520883, -0.122962)",1679343
WC1B5AE,WC1B 5AE,WC1B 5AE,Jan-80,0,530335,181876,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.122837,Postcode Level,51.520773,01/04/2018 10:01,"(51.520773, -0.122837)",1679344
WC1B5AF,WC1B 5AF,WC1B 5AF,Dec-00,0,530301,181905,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.123028,Postcode Level,51.52112,01/04/2018 10:01,"(51.52112, -0.123028)",1679345
WC1B5AG,WC1B 5AG,WC1B 5AG,Jan-80,0,530306,181927,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.123236,Postcode Level,51.521238,01/04/2018 10:01,"(51.521238, -0.123236)",1679346
WC1B5AH,WC1B 5AH,WC1B 5AH,Apr-13,0,530285,181774,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123595,Postcode Level,51.519868,01/04/2018 10:01,"(51.519868, -0.123595)",1679347
WC1B5AJ,WC1B 5AJ,WC1B 5AJ,Jan-80,0,530306,181927,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.123236,Postcode Level,51.521238,01/04/2018 10:01,"(51.521238, -0.123236)",1679348
WC1B5AN,WC1B 5AN,WC1B 5AN,Dec-00,0,530295,181949,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123386,Postcode Level,51.521438,01/04/2018 10:01,"(51.521438, -0.123386)",1679349
WC1B5AR,WC1B 5AR,WC1B 5AR,Dec-00,0,530262,181962,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123831,Postcode Level,51.521564,01/04/2018 10:01,"(51.521564, -0.123831)",1679350
WC1B5BA,WC1B 5BA,WC1B 5BA,Jan-80,0,530244,182037,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124089,Postcode Level,51.52224,01/04/2018 10:01,"(51.52224, -0.124089)",1679351
WC1B5BB,WC1B 5BB,WC1B 5BB,Jan-80,1,530240,181992,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124163,Postcode Level,51.521837,01/04/2018 10:01,"(51.521837, -0.124163)",1679352
WC1B5BE,WC1B 5BE,WC1B 5BE,Jan-80,1,530178,182079,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.125024,Postcode Level,51.522633,01/04/2018 10:01,"(51.522633, -0.125024)",1679353
WC1B5BG,WC1B 5BG,WC1B 5BG,Jan-80,1,530213,182026,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124539,Postcode Level,51.522149,01/04/2018 10:01,"(51.522149, -0.124539)",1679354
WC1B5BH,WC1B 5BH,WC1B 5BH,Jan-80,0,530191,181747,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124959,Postcode Level,51.519647,01/04/2018 10:01,"(51.519647, -0.124959)",1679355
WC1B5BJ,WC1B 5BJ,WC1B 5BJ,Jan-93,1,530148,181814,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.125554,Postcode Level,51.520259,01/04/2018 10:01,"(51.520259, -0.125554)",1679356
WC1B5BL,WC1B 5BL,WC1B 5BL,Jan-80,1,530214,181725,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124636,Postcode Level,51.519444,01/04/2018 10:01,"(51.519444, -0.124636)",1679357
WC1B5BP,WC1B 5BP,WC1B 5BP,Jan-80,0,530124,181770,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.125916,Postcode Level,51.519869,01/04/2018 10:01,"(51.519869, -0.125916)",1679358
WC1B5BW,WC1B 5BW,WC1B 5BW,Dec-00,0,530239,181701,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124285,Postcode Level,51.519222,01/04/2018 10:01,"(51.519222, -0.124285)",1679359
WC1B5DA,WC1B 5DA,WC1B 5DA,Jan-80,0,530050,181863,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.126947,Postcode Level,51.520721,01/04/2018 10:01,"(51.520721, -0.126947)",1679360
WC1B5DN,WC1B 5DN,WC1B 5DN,Jul-06,1,530011,181908,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127493,Postcode Level,51.521135,01/04/2018 10:01,"(51.521135, -0.127493)",1679361
WC1B5DP,WC1B 5DP,WC1B 5DP,Jan-80,0,529963,181974,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127967,Postcode Level,51.521603,01/04/2018 10:01,"(51.521603, -0.127967)",1679362
WC1B5DQ,WC1B 5DQ,WC1B 5DQ,Jan-80,1,529957,181980,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.128244,Postcode Level,51.521794,01/04/2018 10:01,"(51.521794, -0.128244)",1679363
WC1B5DR,WC1B 5DR,WC1B 5DR,Jan-80,1,530010,182058,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127452,Postcode Level,51.522483,01/04/2018 10:01,"(51.522483, -0.127452)",1679364
WC1B5DT,WC1B 5DT,WC1B 5DT,Dec-00,0,529978,181950,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127952,Postcode Level,51.52152,01/04/2018 10:01,"(51.52152, -0.127952)",1679365
WC1B5DU,WC1B 5DU,WC1B 5DU,Dec-00,0,529978,181950,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127927,Postcode Level,51.521522,01/04/2018 10:01,"(51.521522, -0.127927)",1679366
WC1B5EA,WC1B 5EA,WC1B 5EA,Jan-80,0,529986,182030,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127782,Postcode Level,51.522239,01/04/2018 10:01,"(51.522239, -0.127782)",1679367
WC1B5EG,WC1B 5EG,WC1B 5EG,Dec-00,0,530095,182109,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.126208,Postcode Level,51.522922,01/04/2018 10:01,"(51.522922, -0.126208)",1679368
WC1B5EH,WC1B 5EH,WC1B 5EH,Jan-80,0,530073,182123,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.12652,Postcode Level,51.523053,01/04/2018 10:01,"(51.523053, -0.12652)",1679369
WC1B5ER,WC1B 5ER,WC1B 5ER,Dec-00,0,530050,182088,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.126864,Postcode Level,51.522743,01/04/2018 10:01,"(51.522743, -0.126864)",1679370
WC1B5HA,WC1B 5HA,WC1B 5HA,Jan-80,0,530468,181590,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.121027,Postcode Level,51.518172,01/04/2018 10:01,"(51.518172, -0.121027)",1679371
WC1B5HJ,WC1B 5HJ,WC1B 5HJ,Jan-80,0,530452,181648,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.121236,Postcode Level,51.518697,01/04/2018 10:01,"(51.518697, -0.121236)",1679372
WC1B5HL,WC1B 5HL,WC1B 5HL,Dec-00,0,530452,181648,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.121236,Postcode Level,51.518697,01/04/2018 10:01,"(51.518697, -0.121236)",1679373
WC1B5HP,WC1B 5HP,WC1B 5HP,Jan-93,0,530404,181721,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.121901,Postcode Level,51.519364,01/04/2018 10:01,"(51.519364, -0.121901)",1679374
WC1B5HR,WC1B 5HR,WC1B 5HR,Jan-80,1,530404,181721,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.121901,Postcode Level,51.519364,01/04/2018 10:01,"(51.519364, -0.121901)",1679375
WC1B5JA,WC1B 5JA,WC1B 5JA,Jan-80,0,530230,181858,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124356,Postcode Level,51.520635,01/04/2018 10:01,"(51.520635, -0.124356)",1679376
WC1B5JD,WC1B 5JD,WC1B 5JD,Jan-80,1,530282,181784,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123635,Postcode Level,51.519958,01/04/2018 10:01,"(51.519958, -0.123635)",1679377
WC1B5JE,WC1B 5JE,WC1B 5JE,Dec-00,0,530267,181801,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123844,Postcode Level,51.520114,01/04/2018 10:01,"(51.520114, -0.123844)",1679378
WC1B5JH,WC1B 5JH,WC1B 5JH,Jan-80,0,530217,181799,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124565,Postcode Level,51.520108,01/04/2018 10:01,"(51.520108, -0.124565)",1679379
WC1B5JJ,WC1B 5JJ,WC1B 5JJ,Jan-80,1,530182,181851,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.12505,Postcode Level,51.520583,01/04/2018 10:01,"(51.520583, -0.12505)",1679380
WC1B5JP,WC1B 5JP,WC1B 5JP,Dec-00,1,530010,182058,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2D2,Cosmopolitans;Aspiring and affluent;Highly-qualified quaternary workers,-0.127452,Postcode Level,51.522483,01/04/2018 10:01,"(51.522483, -0.127452)",1679381
WC1B5JR,WC1B 5JR,WC1B 5JR,Aug-10,0,530239,181773,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124258,Postcode Level,51.519869,01/04/2018 10:01,"(51.519869, -0.124258)",1679382
WC1B5JS,WC1B 5JS,WC1B 5JS,Dec-00,1,530285,182004,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.12351,Postcode Level,51.521934,01/04/2018 10:01,"(51.521934, -0.12351)",1679383
WC1B5JT,WC1B 5JT,WC1B 5JT,Jan-80,1,530260,181745,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123966,Postcode Level,51.519613,01/04/2018 10:01,"(51.519613, -0.123966)",1679384
WC1B5JU,WC1B 5JU,WC1B 5JU,Dec-00,0,530232,181783,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000855,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.124355,Postcode Level,51.519961,01/04/2018 10:01,"(51.519961, -0.124355)",1679385
WC1B5JX,WC1B 5JX,WC1B 5JX,Dec-00,1,530283,181964,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000138,Holborn and Covent Garden,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000914,,E02000193,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.123554,Postcode Level,51.521575,01/04/2018 10:01,"(51.521575, -0.123554)",1679386
WC1B5LF,WC1B 5LF,WC1B 5LF,Jun-00,1,530074,182123,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.126506,Postcode Level,51.523052,01/04/2018 10:01,"(51.523052, -0.126506)",1679387
WC1E6AA,WC1E 6AA,WC1E 6AA,Jan-80,0,529619,182058,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133084,Postcode Level,51.522573,01/04/2018 10:01,"(51.522573, -0.133084)",1679388
WC1E6AB,WC1E 6AB,WC1E 6AB,Jan-80,1,529619,182058,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133084,Postcode Level,51.522573,01/04/2018 10:01,"(51.522573, -0.133084)",1679389
WC1E6AD,WC1E 6AD,WC1E 6AD,Jan-80,1,529616,182062,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133126,Postcode Level,51.522609,01/04/2018 10:01,"(51.522609, -0.133126)",1679390
WC1E6AE,WC1E 6AE,WC1E 6AE,Dec-97,0,529471,182218,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.135158,Postcode Level,51.524045,01/04/2018 10:01,"(51.524045, -0.135158)",1679391
WC1E6AF,WC1E 6AF,WC1E 6AF,Dec-00,0,529627,182047,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.132973,Postcode Level,51.522472,01/04/2018 10:01,"(51.522472, -0.132973)",1679392
WC1E6AG,WC1E 6AG,WC1E 6AG,May-12,0,529474,182116,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135152,Postcode Level,51.523127,01/04/2018 10:01,"(51.523127, -0.135152)",1679393
WC1E6AJ,WC1E 6AJ,WC1E 6AJ,Jul-08,0,529604,181940,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.133344,Postcode Level,51.521516,01/04/2018 10:01,"(51.521516, -0.133344)",1679394
WC1E6AP,WC1E 6AP,WC1E 6AP,Jan-80,0,529558,182125,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133938,Postcode Level,51.523189,01/04/2018 10:01,"(51.523189, -0.133938)",1679395
WC1E6AQ,WC1E 6AQ,WC1E 6AQ,Nov-12,0,529438,182131,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135665,Postcode Level,51.52327,01/04/2018 10:01,"(51.52327, -0.135665)",1679396
WC1E6AR,WC1E 6AR,WC1E 6AR,Jan-80,1,529581,182113,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000850,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.133611,Postcode Level,51.523076,01/04/2018 10:01,"(51.523076, -0.133611)",1679397
WC1E6AU,WC1E 6AU,WC1E 6AU,Jan-80,1,529471,182218,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.135158,Postcode Level,51.524045,01/04/2018 10:01,"(51.524045, -0.135158)",1679398
WC1E6BN,WC1E 6BN,WC1E 6BN,Jan-80,0,529568,182389,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.133697,Postcode Level,51.525559,01/04/2018 10:01,"(51.525559, -0.133697)",1679399
WC1E6BP,WC1E 6BP,WC1E 6BP,Jan-80,0,529466,182330,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.135188,Postcode Level,51.525052,01/04/2018 10:01,"(51.525052, -0.135188)",1679400
WC1E6BS,WC1E 6BS,WC1E 6BS,Dec-00,0,529533,182368,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.134209,Postcode Level,51.525378,01/04/2018 10:01,"(51.525378, -0.134209)",1679401
WC1E6BT,WC1E 6BT,WC1E 6BT,May-16,1,529662,182170,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.132424,Postcode Level,51.523569,01/04/2018 10:01,"(51.523569, -0.132424)",1679402
